Otto;5700;LADA;NOVA (2105);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;16483;LADA;112 (2112);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;5699;LADA;SAMARA (2108, 2109, 2113, 2114);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;127970;LADA;NOVA (2105);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;122156;LADA;SAMARA (2108, 2109, 2113, 2114);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;16482;LADA;111 (2111);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Diesel;17944;LADA;NIVA Geländewagen geschlossen (2121, 2131);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;3049;LADA;NOVA (2105);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;3050;LADA;NOVA (2105);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;31250;LADA;112 (2112);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;31242;LADA;111 (2111);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;16485;LADA;NIVA Geländewagen geschlossen (2121, 2131);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;3057;LADA;SAMARA (2108, 2109, 2113, 2114);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;3044;LADA;TOSCANA (2107);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;11632;LADA;110 (2110);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;4831;LADA;SAMARA (2108, 2109, 2113, 2114);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;19889;LADA;KALINA Schrägheck (1119);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;7447;LADA;NOVA (2105);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;11633;LADA;110 (2110);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;127260;LADA;TOSCANA (2107);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;113254;LADA;110 (2110);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;3048;LADA;NOVA (2105);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;16484;LADA;112 (2112);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;16480;LADA;110 (2110);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;14045;LADA;NOVA (2105);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;21896;LADA;110 (2110);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
Otto;3995;LADA;NOVA Kombi (2104);Bremsanlage;Radbremszylinder;ABS-2000;ABS-2000;Radbremszylinder;1966313;2270-120991;B906280C-1778-43A0-84FC-BFCF8D8B0837;B906280C-1778-43A0-84FC-BFCF8D8B0837
